series_id,year,period,value,footnote_codes,date,series_title
LNU01049610,2009,M03,15838,"",2009-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M04,16038,"",2009-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M05,15951,"",2009-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M06,16184,"",2009-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M07,16352,"",2009-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M08,15983,"",2009-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M09,15863,"",2009-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M10,15946,"",2009-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M11,16079,"",2009-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2009,M12,15916,"",2009-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M01,16106,"",2010-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M02,16026,"",2010-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M03,16131,"",2010-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M04,16332,"",2010-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M05,16337,"",2010-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M06,16274,"",2010-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M07,16493,"",2010-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M08,16455,"",2010-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M09,16258,"",2010-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M10,16380,"",2010-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M11,16423,"",2010-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2010,M12,16312,"",2010-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M01,16264,"",2011-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M02,16209,"",2011-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M03,16167,"",2011-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M04,16183,"",2011-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M05,16262,"",2011-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M06,16322,"",2011-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M07,16315,"",2011-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M08,16530,"",2011-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M09,16555,"",2011-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M10,16480,"",2011-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M11,16377,"",2011-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2011,M12,16449,"",2011-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M01,16470,"",2012-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M02,16612,"",2012-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M03,16659,"",2012-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M04,16544,"",2012-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M05,16659,"",2012-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M06,17048,"",2012-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M07,16993,"",2012-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M08,16994,"",2012-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M09,16777,"",2012-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M10,17277,"",2012-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M11,16894,"",2012-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2012,M12,16850,"",2012-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M01,16934,"",2013-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M02,16799,"",2013-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M03,16815,"",2013-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M04,16816,"",2013-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M05,17042,"",2013-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M06,17136,"",2013-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M07,17114,"",2013-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M08,17067,"",2013-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M09,17051,"",2013-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M10,17074,"",2013-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M11,16872,"",2013-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2013,M12,16709,"",2013-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M01,16868,"",2014-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M02,16977,"",2014-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M03,17196,"",2014-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M04,17104,"",2014-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M05,17117,"",2014-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M06,17342,"",2014-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M07,17490,"",2014-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M08,17355,"",2014-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M09,17392,"",2014-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M10,17496,"",2014-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M11,17447,"",2014-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2014,M12,17249,"",2014-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M01,17305,"",2015-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M02,17270,"",2015-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M03,17386,"",2015-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M04,17680,"",2015-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M05,17760,"",2015-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M06,17824,"",2015-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M07,17790,"",2015-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M08,17890,"",2015-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M09,17768,"",2015-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M10,18027,"",2015-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M11,17959,"",2015-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2015,M12,17817,"",2015-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M01,17799,"",2016-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M02,17787,"",2016-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M03,17798,"",2016-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M04,17655,"",2016-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M05,17812,"",2016-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M06,18042,"",2016-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M07,18147,"",2016-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M08,18160,"",2016-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M09,18078,"",2016-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M10,18191,"",2016-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M11,18250,"",2016-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2016,M12,18047,"",2016-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M01,18206,"",2017-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M02,18224,"",2017-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M03,18273,"",2017-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M04,18474,"",2017-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M05,18540,"",2017-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M06,18504,"",2017-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M07,18561,"",2017-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M08,18375,"",2017-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049610,2017,M09,18450,"",2017-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Black or African American"
LNU01049604,2006,M05,19492,"",2006-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M06,19636,"",2006-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M07,19595,"",2006-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M08,19573,"",2006-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M09,19519,"",2006-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M10,19745,"",2006-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M11,19824,"",2006-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2006,M12,19990,"",2006-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M01,20036,"",2007-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M02,19981,"",2007-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M03,20162,"",2007-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M04,20260,"",2007-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M05,20295,"",2007-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M06,20365,"",2007-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M07,20540,"",2007-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M08,20636,"",2007-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M09,20582,"",2007-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M10,20609,"",2007-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M11,20722,"",2007-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2007,M12,20696,"",2007-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M01,20295,"",2008-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M02,20287,"",2008-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M03,20400,"",2008-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M04,20630,"",2008-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M05,20904,"",2008-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M06,20944,"",2008-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M07,20920,"",2008-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M08,21045,"",2008-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M09,21053,"",2008-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M10,21047,"",2008-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M11,20979,"",2008-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2008,M12,20995,"",2008-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M01,20657,"",2009-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M02,20747,"",2009-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M03,20955,"",2009-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M04,21143,"",2009-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M05,21101,"",2009-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M06,21156,"",2009-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M07,21388,"",2009-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M08,21183,"",2009-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M09,21274,"",2009-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M10,21406,"",2009-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M11,21529,"",2009-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2009,M12,21344,"",2009-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M01,21375,"",2010-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M02,21382,"",2010-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M03,21416,"",2010-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M04,21346,"",2010-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M05,21363,"",2010-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M06,21525,"",2010-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M07,21639,"",2010-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M08,21613,"",2010-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M09,21800,"",2010-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M10,21736,"",2010-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M11,21831,"",2010-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2010,M12,21831,"",2010-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M01,21637,"",2011-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M02,21217,"",2011-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M03,21397,"",2011-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M04,21497,"",2011-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M05,21453,"",2011-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M06,21670,"",2011-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M07,21649,"",2011-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M08,21818,"",2011-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M09,21927,"",2011-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M10,22151,"",2011-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M11,22105,"",2011-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2011,M12,22178,"",2011-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M01,22829,"",2012-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M02,22992,"",2012-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M03,22943,"",2012-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M04,22984,"",2012-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M05,23297,"",2012-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M06,23371,"",2012-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M07,23304,"",2012-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M08,23139,"",2012-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M09,23258,"",2012-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M10,23413,"",2012-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M11,23301,"",2012-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2012,M12,23287,"",2012-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M01,23223,"",2013-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M02,23307,"",2013-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M03,23015,"",2013-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M04,23162,"",2013-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M05,23483,"",2013-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M06,23593,"",2013-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M07,23783,"",2013-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M08,23650,"",2013-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M09,23560,"",2013-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M10,23509,"",2013-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M11,23749,"",2013-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2013,M12,23462,"",2013-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M01,23574,"",2014-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M02,23689,"",2014-02-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M03,23812,"",2014-03-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M04,23758,"",2014-04-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M05,23885,"",2014-05-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M06,24233,"",2014-06-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M07,24210,"",2014-07-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M08,24189,"",2014-08-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M09,24241,"",2014-09-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M10,24426,"",2014-10-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M11,24416,"",2014-11-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2014,M12,24224,"",2014-12-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
LNU01049604,2015,M01,24586,"",2015-01-01,"(Unadj) Civilian Labor Force Level - Nonveterans, 18 years and over, Hispanic or Latino"
